timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2021-11-22T22:53:21,codecarbon,c3d844aa-055f-46ff-922f-75d7c7ec1b9d,0.2960696220397949,1.1547931538621576e-08,3.9004108084649806e-05,22.5,0.0,3.100280832,2.5573372840881347e-08,0.0,3.523761672363281e-09,2.9097134513244628e-08,United States,USA,,,,Linux-5.10.60.1-microsoft-standard-WSL2-x86_64-with-glibc2.31,3.9.5,8,Intel(R) Core(TM) i5-8300H CPU @ 2.30GHz,1,1 x NVIDIA GeForce GTX 1050,-97.822,37.751,8.267415552,machine,N
2021-11-22T22:57:06,codecarbon,9ef3dff7-c7b5-4562-adee-dff65eaedd95,128.58673238754272,0.0003395318887920674,0.0026404892828971265,22.5,0.0,3.1002808319999997,0.0007519074350595474,0.0,0.00010360552037126217,0.0008555129554308096,United States,USA,,,,Linux-5.10.60.1-microsoft-standard-WSL2-x86_64-with-glibc2.31,3.9.5,8,Intel(R) Core(TM) i5-8300H CPU @ 2.30GHz,1,1 x NVIDIA GeForce GTX 1050,-97.822,37.751,8.267415552,machine,N
